b3rdPersonAimUseWeaponFOV:ThirdPersonCam,True
fAIIdleChatterSpaceShipDistance,10000.0
fAIIdleWaitTime,1.0
fAIIdleWaitTimeComplexScene,3.0
fAIInDialogueCameraPlayerDistanceEntry,250.0
fAIInDialogueCameraPlayerDistanceExit,300.0
fAIInDialogueModeSlowDownPlayerDistance,190.0
fAIInDialogueModeWithPlayerDistance,250.0
fAIInDialogueModewithPlayerTimer,30.0
fAIInspectCommandTimer,5.0
fAIInteriorHeadTrackMult,0.5
fAILockDoorsSeenRecentlySeconds,5.0
fAIMagicSpellMult,3.0
fAIMagicTimer,3.0
fAIMarkerDestinationRadius,25.0
fAIMarkerDestinationRadiusSpace,100.0
fAIMaxAngleRangeMovingToStartSceneDialogue,80.0
fAIMaxAngleRangeToStartSceneDialogue,10.0
fAIMaxAngleRangeToStartSceneDialogueDirectAt,90.0
fAIMaxHeadSceneTrackDistanceWhileMoving,5.0
fAIMaxHeadTrackDistance,40.0
fAIMaxHeadTrackDistanceFar,30.0
fAIMaxHeadTrackDistanceFromPC,20.0
fAIMaxHeadTrackDistanceFromPCCombat,100.0
fAIMaxHeadTrackDistanceWhileMoving,10.0
fAIMaxLargeCreatureHeadTrackDistance,120.0
fAIMaxRangeOverrideMod,2.0
fAIMaxSceneHeadTrackDistance,20.0
fAIMaxSceneHeadTrackDistanceFar,40.0
fAIMaxWanderTime,100.0
fAimCrippleWobbleHipMult,1.0
fAimCrippleWobbleIronSightMult,1.0
fAimCrippleWobbleMultipleLimbs,1.0
fAimCrippleWobbleScopeMult,1.0
fAimCrippleWobbleSingleLimb,0.5
fAIMeleeArmorMult,1.0
fAIMeleeHandMult,1.3
fAIMeleeWeaponMult,2.0
fAIMinGreetingDistance,2.5
fAIMinLocationHeight,100.0
fAIMinRangeOverrideMod,0.5
fAimModelAIAccuracyConeMaxExtentOffsetMax:AimModel,0.0
fAimModelAIAccuracyConeMaxExtentOffsetMin:AimModel,10.0
fAimModelAIAccuracyConeMinExtentOffsetMax:AimModel,0.0
fAimModelAIAccuracyConeMinExtentOffsetMin:AimModel,5.0
fAimModelAIIronSightsConeMult:AimModel,0.3
fAimModelAIWeaponScopeConeMult:AimModel,0.05
fAimModelConeIronsightsMultipleCrippledLimbMult:AimModel,3.0
fAimModelConeIronSightsSingleCrippledLimbMult:AimModel,2.0
fAimModelConePerceptionCrippledLimbMult:AimModel,1.5
fAimModelContinuousShotBreakSec:AimModel,0.2
fAimModelFireConeAngleLimitMax:AimModel,30.0
fAimModelFireConeAngleLimitMin:AimModel,20.0
fAimModelMaxConeMultipleCrippledLimbMult:AimModel,3.0
fAimModelMaxConeSingleCrippledLimbMult:AimModel,2.0
fAimModelMinConeMultipleCrippledLimbMult:AimModel,3.0
fAimModelMinConeSingleCrippledLimbMult:AimModel,2.0
fAimModelPlayer3rdSightsConeMultMin:AimModel,0.2
fAimModelPlayerMovementIronSightsConeMult:AimModel,0.0
fAimModelRecoilArcDegMultipleCrippledLimbMult:AimModel,3.0
fAimModelRecoilArcDegSingleCrippledLimbMult:AimModel,2.0
fAimModelRecoilDecreaseDelaySec:AimModel,0.2
fAimModelRecoilMaxDegMultipleCrippledLimbMult:AimModel,3.0
fAimModelRecoilMaxDegSingleCrippledLimbMult:AimModel,2.0
fAimModelRecoilMaxYawDeg:AimModel,5.0
fAimModelRecoilMinDegMultipleCrippledLimbMult:AimModel,3.0
fAimModelRecoilMinDegSingleCrippledLimbMult:AimModel,2.0
fAimModelRecoilRunawayExp:AimModel,3.0
fAimModelRecoilSpringForce:AimModel,3000.0
fAIMoveCommandTimer,20.0
fAIMoveDistanceToRecalcFollowPath,10.0
fAIMoveDistanceToRecalcTravelPath,10.0
fAIMoveDistanceToRecalcTravelToActor,1.0
fAimStabilityCrippledArmPenalty,-0.2
fAimStabilityCrouchedScopeMult,1.0
fAimStabilityHoldBreathSpeed,1.33
fAIPatrolHysteresisWidth,0.4
fAIPercentPCapSpokenRunEndResult,0.3
fAIPercentSpokenRunEndResult,0.3
fAIPercentSpokenRunStartSceneEnd,0.5
fAIPowerAttackCreatureChance,75.0
fAIPowerAttackKnockdownBonus,15.0
fAIPowerAttackNPCChance,20.0
fAIPowerAttackRecoilBonus,10.0
fAIPursueDistanceLineOfSight,20.0
fAIPursueDistanceMin,7.0
fAIRandomChancePlayerInterrupt,100.0
fAIRandomizeInitialLocationMinRadius,5.0
fAIRangedWeaponMult,5.0
fAIRangeLineFormationSpacing,50.0
fAIRangeMinOffScreenRangingSpeed,2.5
fAIRangeSideSwitchCooldown,5.0
fAIRangeStartIdlingCooldown,15.0
fAIRangeWaypointVelocityFactor,2.0
fAIRangMagicSpellMult,5.0
fAirborneFallingHighGravity,3.0
fAirborneFallingLowGravity,0.38
fAirborneFallingStandardGravity,1.85
fAirborneJumpingHighGravity,2.6
fAirborneJumpingLowGravity,0.28
fAirborneJumpingStandardGravity,1.0
fAIReachDistanceFromActor,0.4
fAIReturnFaceTimer,20.0
fAIRevertToScriptTracking,-3.0
fAISceneAnimationActionFailTimer,20.0
fAIShoutMinAimSeconds,2.0
fAIShoutRetryDelaySeconds,4.0
fAIShoutToleranceDegrees,5.0
fAISocialchanceForConversation,60.0
fAISocialchanceForConversationInterior,25.0
fAISocialRadiusToTriggerConversation,21.43
fAISocialRadiusToTriggerConversationInterior,21.43
fAISocialTimerForConversationsMax,30.0
fAISocialTimerForConversationsMin,5.0
fAISocialTimerToWaitForEvent,20.0
fAISpectatorCommentTimer,20.0
fAISpectatorForgetUndetectedThreatTimer,40.0
fAISpectatorRememberThreatTimer,20.0
fAISpectatorRepathDelay,2.0
fAISpectatorShutdownDistance,1000.0
fAISpectatorThreatDistExplosion,512.0
fAISpectatorThreatDistMelee,512.0
fAISpectatorThreatDistMine,256.0
fAISpectatorThreatDistRanged,256.0
fAISpeechChallengeRewardDelay,1.0
fAIStayAwayHysteresis,25.0
fAIStayonScriptHeadtrack,20.0
fAISwitchHeadtrackTargetTimerMax,10.0
fAISwitchHeadtrackTargetTimerMin,2.0
fAItalktoNPCtimer,60.0
fAItalktosameNPCtimer,120.0
fAITeammateKeepWeaponDrawnAfterCombatTimer,20.0
fAITrespassWarningTimer,10.0
fAIUseMagicToleranceDegrees,5.0
fAIUseWeaponAnimationTimeoutSeconds,10.0
fAIUseWeaponDistance,70.0
fAIUseWeaponToleranceDegrees,20.0
fAIWaitForRotationTimer,10.0
fAIWaitingforScriptCallback,5.0
fAIWalkAwayTimerForConversation,2.0
fAIWalkingEnterTestDist,0.25
fAIWanderDefaultMinDist,2.86
fAlchemyGoldMult,1.0
fAlchemyIngredientInitMult,4.0
fAlchemySkillFactor,2.0
fAlignEvilMaxKarma,-250.0
fAlignGoodMinKarma,250.0
fAlignMaxKarma,1000.0
fAlignMinKarma,-1000.0
fAlignVeryEvilMaxKarma,-750.0
fAlignVeryGoodMinKarma,750.0
fAllowedBlendLipMorphOutSpeedPerSecond,5.0
fAllowedFloraUnderwaterDepth,0.5
fAmbienceSetDefaultInterval,5.0
fAmbushOverRideRadiusforPlayerDetection,14.0
fAngleNeededForMaxTurnOnSpotRotationPerFrame,1.05
fAPRestoredOnPowerArmorExit,30.0
fArmorWeightLightMaxMod,0.6
fArrowBounceBlockPercentage,0.95
fArrowBounceLinearSpeed,0.1
fArrowBounceRotateSpeed,7.5
fArrowBowFastMult,1.0
fArrowBowMinTime,0.8
fArrowBowSlowMult,0.5
fArrowFakeMass,0.25
fArrowGravityBase,0.3
fArrowGravityMin,0.05
fArrowGravityMult,0.0
fArrowMinBowVelocity,0.7
fArrowMinDistanceForTrails,300.0
fArrowMinPower,0.35
fArrowMinSpeedForTrails,1500.0
fArrowMinVelocity,0.2
fArrowWeakGravity,1.75
fAshPileCastToGroundDistDown,3.65
fAshPileCastToGroundDistUp,0.45
fAttachedArrowAgeMax,30.0
fAttackQueueThresholdSec,0.17
fAttractionObjectRememberOccluded,1.0
fAttractionObjectRememberVisible,10.0
fAttributeClassPrimaryBonus,5.0
fAttributeClassSecondaryBonus,5.0
fAutoAimMaxDegrees,1.2
fAutoAimMaxDegrees3rdPerson,1.5
fAutoAimMaxDegreesMelee,90.0
fAutoAimMaxDegreesVATS,15.0
fAutoAimMaxDistance,2500.0
fAutoAimScreenPercentage,7.0
fAutoAimScreenPercentageOverride,50.0
fAutoAimSightedMaxDistance,6000.0
fAutoDoorActivateDistance,5.0
fAutoDoorDisplayDistance,7.86
fAutomaticWeaponBurstCooldownTime,1.0
fAutomaticWeaponBurstFireTime,1.0
fAVDCarryWeightBase,150.0
fAVDCarryWeightMult,25.0
fAVDCharismaBaseEasy,50.0
fAVDCharismaBaseMedium,25.0
fAVDCharismaMax,95.0
fAVDCharismaMin,5.0
fAVDCharismaMultEasy,5.0
fAVDCharismaMultHard,3.0
fAVDCharismaMultMedium,4.0
fAVDCharismaXPEasy,5.0
fAVDCharismaXPHard,15.0
fAVDCharismaXPMedium,10.0
fAVDEnvDamageSoakMult,1.0
fAVDHealthStartEndMult,10.0
fAVDMeleeDamageMult,0.01
fAVDOxygenMult,1.0
fAVDUnarmedDamageMult,0.5
fAvoidPlayerDistance,100.0
fBaseCloudCardPivotEndAngle:Clouds,45.0
fBaseCloudCardPivotStartAngle:Clouds,0.0
fBaseCritChance:ResearchProject,0.1
fBeamHighVariableIntensityColorB,0.2
fBeamHighVariableIntensityColorG,0.2
fBeamHighVariableIntensityColorR,0.8
fBeamLowVariableIntensityColorB,0.8
fBeamLowVariableIntensityColorG,0.2
fBeamLowVariableIntensityColorR,0.2
fBeamProjectileForceScale,0.25
fBeamProjectileShakeScale,0.05
fBeamVariableIntensityThreshold,0.7
fBigBumpSpeed,600.0
fBiomePlacementPositionsMinDistanceBetweenPositions:PlanetContent,5000.0
fBiomePlacementPositionsMinDistanceFromOverlays:PlanetContent,5000.0
fBlendInTimeAtStartOfLine,0.5
fBlendInTimeAtStartOfLineGenerated,0.5
fBlendInTimeAtStartOfLineGeneratedLips,0.07
fBlendOutTimeAtEndOfLine,0.5
fBlinkDelayMax,10.0
fBlinkDelayMin,4.0
fBlinkDownTime,0.2
fBlinkStopperLidsValue,0.25
fBlinkStopperSquintValue,0.6
fBlinkUpTime,0.17
fBlockAmountHandToHandMult,0.25
fBlockAmountWeaponMult,0.5
fBlockMax,0.75
fBlockPowerAttackMult,0.75
fBlockRatingBase,1.0
fBlockRatingMax,2.5
fBlockScoreNoShieldMult,0.5
fBlockSkillMult,1.0
fBlockWeaponBase,0.05
fBlockWeaponScaling,0.05
fBloodSplatterCountBase,2.0
fBloodSplatterCountDamageMult,0.1
fBloodSplatterCountRandomMargin,1.0
fBloodSplatterDuration,5.0
fBloodSplatterFadeStart,0.8
fBloodSplatterFlareMult,1.0
fBloodSplatterFlareOffsetScale,0.43
fBloodSplatterFlareSize,0.06
fBloodSplatterMaxOpacity,1.0
fBloodSplatterMaxOpacity2,1.0
fBloodSplatterMaxSize,0.13
fBloodSplatterMinOpacity,0.1
fBloodSplatterMinOpacity2,0.1
fBloodSplatterMinSize,0.03
fBloodSplatterOpacityChance,0.8
fBonusCritChance:ResearchProject,0.5
fBonusCritMultiplier:ResearchProject,2.5
fBoostpackDrainInitial:BoostPack,100.0
fBoostpackDrainSustained:BoostPack,20.0
fBoostpackFallingThrustMult:BoostPack,80.0
fBoostpackHighGravityDampeningMult:BoostPack,0.3
fBoostpackHorizontalDragCoefficient:BoostPack,0.25
fBoostpackHorizontalInputTrigger:BoostPack,0.5
fBoostpackHorizontalPercentage:BoostPack,0.6
fBoostpackHorizontalVelocityTrigger:BoostPack,1.0
fBoostpackHoverDelaySeconds:BoostPack,1.0
fBoostpackLowGravityDampeningMult:BoostPack,0.9
fBoostpackMaximumHeight:BoostPack,850.0
fBoostpackMinFuelRequired:BoostPack,25.0
fBoostPackMinVelocityMultForFallingInWater:BoostPack,3.0
fBoostpackThrustInitial:BoostPack,375.0
fBoostpackThrustSustained:BoostPack,85.0
fBoostpackTimeToSustained:BoostPack,0.25
fBowDrawTime,1.67
fBowHoldTimer,0.8
fBowZoomOxygenDrainMult,15.0
fBribeBase,10.0
fBribeCostCurve,1.5
fBribeMoralityMult,1.0
fBribeMult,0.3
fBribeNPCLevelMult,0.1
fBribeScale,1.0
fBribeSpeechcraftMult,0.03
fBuildableScrapCountMultBase,0.5
fBuildAreaPreviewHeight,80.0
fBumpReactionIdealMoveDist,150.0
fBumpReactionMaxMoveDist,500.0
fBumpReactionMinMoveDist,50.0
fBumpReactionSmallDelayTime,5.0
fBumpReactionSmallWaitTimer,5.0
fCalendarTimeScaleGround,30.0
fCalendarTimeScaleSpace,10.0
fCameraShakeDistFadeDelta,35.0
fCameraShakeDistFadeStart,28.0
fCameraShakeDistMin,4.0
fCameraShakeExplosionDistMultSpace,16.0
fCameraShakeExplosionMult,0.07
fCameraShakeExplosionMultSpace,0.01
fCameraShakeFadeTime,0.25
fCameraShakePlayerShipBoost,0.1
fCameraShakePlayerShipBoostTime,1.5
fCameraShakePlayerShipHit,0.1
fCameraShakePlayerShipHitChance,0.3
fCameraShakePlayerShipHitTime,0.5
fCameraShakePlayerShipShieldHit,0.1
fCameraShakePlayerShipShieldHitTime,0.3
fCameraShakeTime,1.25
fCameraShotActorRadiusStrength,0.8
fCameraShotBaseActorRadiusSpring,1.0
fCameraShotPitchAdjustDist,300.0
fCameraShotPitchAdjustSpring,1.0
fCameraShotRotationOffsetSpring,10.0
fCameraShotTargetReferencePosSpring,10.0
fCarbonDioxideOxygenCurve,1.0
fCarbonDioxideRegenDelayMax,5.0
fCargoValuePiracyScale,0.0
fCelestialBodyMinOrbitOffsetKM,10.0
fCharacterControllerMultipleStepSpeed,25.0
fChargenCamOffset,0.5
fChargenCamOffsetTab1,-0.05
fChargenCamOffsetTab2,-0.15
fChargenCamOffsetTab3,-0.05
fChargenCamOffsetTab4,-0.1
fChargenCamOffsetTab5,-0.2
fChargenMenuFadeBackToGameTime,4.5
fChargenZoomDistanceNear,-0.5
fChargenZoomFarTab1,1.0
fChargenZoomFarTab3,1.0
fChargenZoomNearTab1,-1.0
fChargenZoomNearTab2,-5.0
fChargenZoomNearTab3,-1.0
fChargenZoomNearTab4,-3.0
fChargenZoomNearTab5,-2.0
fChaseDetectionTimerSetting,3.0
fCheckDeadBodyTimer,20.0
fCheckLOSLocationDistanceThreshold,0.08
fCheckPositionFallDistance,72.0
fCloseRangeLootingRadius,30.0
fClosetoPlayerDistance,11.25
fClothingArmorScale,0.25
fClothingClassScale,2.0
fClothingJewelryBase,5.0
fClothingJewelryScale,0.05
fCloudBackScatter:Clouds,0.3
fCloudCardBackScatter:Clouds,0.3
fCloudCardForwardScatter:Clouds,0.6
fCloudCardMaxPivotAngle:Clouds,45.0
fCloudCardPhaseInfluence:Clouds,0.0
fCloudCardScatterBlend:Clouds,0.4
fCloudForwardScatter:Clouds,0.7
fCloudPrewarmTime:Clouds,350.0
fCloudScatterBlend:Clouds,0.3
fCloudShadowFadeStartAngle:Clouds,80.0
fCombatAccuracyBlindFireMult,0.25
fCombatAccuracyGroupMultMax,1.0
fCombatAccuracyGroupMultMin,1.0
fCombatAcquireArmorFindBatteryDistance,6.0
fCombatAcquireItemReachMult,2.0
fCombatAcquireItemSecondaryReachMult,3.0
fCombatAcquireObjectAvoidTargetRadius,4.0
fCombatAcquireObjectCloseDistanceMax,12.0
fCombatAcquireObjectCloseDistanceMin,4.0
fCombatAcquireObjectDisarmedAcquireTime,0.5
fCombatAcquireObjectDisarmedDistanceMax,32.0
fCombatAcquireObjectDisarmedDistanceMin,8.0
fCombatAcquireObjectDisarmedTime,30.0
fCombatAcquireObjectMaximumDistance,1.5
fCombatAcquireObjectMinimumDefensiveScoreMult,3.0
fCombatAcquireObjectMinimumOffensiveScoreMult,3.0
fCombatAcquireObjectMinimumTargetDistance,6.0
fCombatAcquireObjectOptimalRangeOffset,6.0
fCombatAcquireObjectPickupSecondaryItemScoreMult,0.75
fCombatAcquireObjectRangedDistanceMax,32.0
fCombatAcquireObjectRangedDistanceMin,8.0
fCombatAcquireObjectRetryDelay,0.25
fCombatAcquireObjectScoreCostMult,64.0
fCombatAcquireObjectScoreRatioMax,5.0
fCombatAcquireObjectSearchDisarmedFailedDelay,2.0
fCombatAcquireObjectSearchDistanceBuffer,16.0
fCombatAcquireObjectSearchFailedDelay,5.0
fCombatAcquireObjectSearchRadiusBuffer,6.0
fCombatAcquireObjectSearchSuccessDelay,15.0
fCombatAcquireObjectTargetDistanceCheck,4.0
fCombatAcquireObjectTargetSeenRecentlyTime,5.0
fCombatAcquireObjectUnarmedDistanceMax,32.0
fCombatAcquireObjectUnarmedDistanceMin,4.0
fCombatAcquireOptimalRangeAvoidTargetDistance,3.0
fCombatAcquireOptimalRangeAvoidTargetOffset,0.5
fCombatAcquireOptimalRangeFindPartnerDistance,12.0
fCombatAcquireOptimalRangeInitialUpdateTime,1.0
fCombatAcquireOptimalRangeMinMovementDistance,4.0
fCombatAcquireOptimalRangeUpdateTime,0.5
fCombatAcquireTargetRange,2.0
fCombatAcquireTurretFindAmmoDistance,6.0
fCombatAcquireTurretTargetAngleThreshold,40.0
fCombatAcquireWeaponFindAmmoDistance,6.0
fCombatAcquireWeaponMeleeScoreMult,0.5
fCombatActiveCombatantAttackRangeDistance,8.0
fCombatActiveCombatantAttackRangeDistanceSpace,2000.0
fCombatActiveCombatantLastSeenTime,5.0
fCombatActiveOptimalRangeMaxRangeOffset,2.0
fCombatActiveOptimalRangeTargetHeightMult,2.0
fCombatAdjustRangeAngleChanceMax,0.75
fCombatAdjustRangeAngleChanceMin,0.5
fCombatAdjustRangeAngleMax,45.0
fCombatAdjustRangeAngleMin,30.0
fCombatAdjustRangeAngleTargetAimCone,2.5
fCombatAdjustRangeBufferDistance,1.0
fCombatAdjustRangeChanceImproveSpacingBonus,0.67
fCombatAdjustRangeChanceImproveSpacingDistance,1.0
fCombatAdjustRangeChanceMax,1.0
fCombatAdjustRangeChanceTargetIncapacitatedMult,0.1
fCombatAdjustRangeCrouchChance,0.75
fCombatAdjustRangeCrouchDistanceMax,3.0
fCombatAdjustRangeDelayTimeMax,5.0
fCombatAdjustRangeDelayTimeMin,0.5
fCombatAdjustRangeDirectionChanceMax,0.9
fCombatAdjustRangeDirectionChanceMid,0.5
fCombatAdjustRangeDirectionChanceMin,0.1
fCombatAdjustRangeDirectionDistanceMultMax,0.75
fCombatAdjustRangeDirectionDistanceMultMin,0.25
fCombatAdjustRangeDistanceMultMax,8.0
fCombatAdjustRangeDistanceMultMin,4.0
fCombatAdjustRangeShuffleChance,1.0
fCombatAdjustRangeShuffleDistanceMult,0.67
fCombatAdjustRangeShuffleDistanceOffset,3.0
fCombatAdvanceInnerRadiusMax,6.0
fCombatAdvanceLastAttackedThreshold,10.0
fCombatAdvanceOuterRadiusMax,12.0
fCombatAdvanceOuterRadiusMid,6.0
fCombatAdvanceOuterRadiusMin,3.0
fCombatAdvancePathRetryTime,1.0
fCombatAimDeltaThreshold,0.03
fCombatAimLastAttackLocationTimeLimit,15.0
fCombatAimLastKnownLocationTimeLimit,10.0
fCombatAimLastSeenLocationTimeLimit,10.0
fCombatAimMatchTargetAimDistance,32.0
fCombatAimMatchTargetUpdateTime,0.25
fCombatAimMeleeHighPriorityUpdateTime,0.1
fCombatAimMeleeUpdateTime,0.25
fCombatAimProjectileAdjacentLocationDistance,6.0
fCombatAimProjectileBlockedPartialTime,0.75
fCombatAimProjectileBlockedTime,1.5
fCombatAimProjectileDestructibleExplosionMinDamage,30.0
fCombatAimProjectileDestructibleMaxDamage,500.0
fCombatAimProjectileDestructibleMinDistance,8.0
fCombatAimProjectileGroundMinRadius,2.0
fCombatAimProjectileLOSCheckTime,0.5
fCombatAimProjectileSuppressiveFireHitFraction,0.5
fCombatAimProjectileSuppressiveFireLastVisibleHeightMult,0.5
fCombatAimProjectileSuppressiveFirePullbackDistance,0.25
fCombatAimProjectileSuppressiveFireSeenTime,1.5
fCombatAimProjectileUpdateDistanceMax,8.0
fCombatAimProjectileUpdateDistanceMin,4.0
fCombatAimProjectileUpdateSpaceDistanceMax,1500.0
fCombatAimProjectileUpdateSpaceDistanceMin,500.0
fCombatAimProjectileUpdateTimeMax,0.25
fCombatAimProjectileVarianceFeetMult,0.5
fCombatAimProjectileVarianceHeadMult,0.33
fCombatAimProjectileVarianceLocationMult,1.0
fCombatAimProjectileVarianceTorsoMult,0.75
fCombatAimTrackTargetLastKnownThreshold,1.0
fCombatAimTrackTargetUpdateTime,0.33
fCombatAlternateTargetAttackTime,3.0
fCombatAlternateTargetAttractionMaximumRange,32.0
fCombatAlternateTargetCheckBlockedTime,0.5
fCombatAlternateTargetDPSMult,1.0
fCombatAlternateTargetMinimumRange,8.0
fCombatAlternateTargetSearchBoundDistance,4.0
fCombatAlternateTargetSearchDistance,8.0
fCombatAlternateTargetUpdateTime,1.0
fCombatAngleTolerance,1.0
fCombatAnimationDirectionTweenSpeed,180.0
fCombatAnticipateAttackReachMult,1.5
fCombatAnticipateAttackStrikeAngleMult,1.25
fCombatAnticipatedLocationCheckDistance,0.5
fCombatAnticipatedLocationMinTime,0.02
fCombatAnticipateTime,0.5
fCombatAnticipateTimeSpace,1.0
fCombatApproachTargetSlowdownDecelerationMult,10.0
fCombatApproachTargetSlowdownDistancePercent,0.5
fCombatApproachTargetSlowdownUpdateTime,0.05
fCombatApproachTargetSlowdownVelocityAngle,45.0
